Id,File_name,Country,City,Address,Lat,Long,Streetview,Lat_decimal,Long_decimal,Text,Color,Background_color,Weight,Case,Composition,Image,@img
35,britannic35,Spain,Barcelona,Carrer del Parlament,"41° 22' 31.41"" N","2° 9' 40.89"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1443709195132!6m8!1m7!1scyzKSHIGV8_LrqQoVJjSMQ!2m2!1d41.37554053743696!2d2.161313270041038!3f305.3650250656247!4f-2.2159355760175004!5f1.9587109090973311,41.375392,2.161358,Forn de pa yus,#ecdbbf,#d9416a,ultra,lowercase,horizontal,https://images.unsplash.com/photo-1726056652663-8f1e42b2fc95?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxmZWF0dXJlZC1waG90b3MtZmVlZHw1OHx8fGVufDB8fHx8fA%3D%3D,britannic_035.jpg
36,britannic36,Italy,Milano,via Meda,"45° 26' 47.148"" N","9° 10' 46.32"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1446550901373!6m8!1m7!1s6i5q3O7BM70tHhkObJRlig!2m2!1d45.4464382538053!2d9.179414472186448!3f121.8594675247224!4f-0.6704607626202659!5f0.4000000000000002,45.446417,9.179507,Tendaggi,#ffffff,#156974,bold,uppercase,horizontal,https://images.unsplash.com/photo-1674407729043-c21b71fded37?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDYwfDZzTVZqVExTa2VRfHxlbnwwfHx8fHw%3D,britannic_036.jpg
37,britannic37,Spain,Barcelona,Carrer del Parlament,"41° 22' 29.922"" N","2° 9' 41.328"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1443709651201!6m8!1m7!1seSz0iXkcdOWP3OjkobLZAg!2m2!1d41.37518552099574!2d2.161086651202607!3f84.90437488027581!4f-0.02724108373992351!5f2.3763217753114394,41.374978,2.16148,SE HACEN ARREGLOS DE ROPA,#000000,#ffffff,ultra,uppercase,horizontal,https://images.unsplash.com/photo-1725489891089-5960671a3433?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDk4fDZzTVZqVExTa2VRfHxlbnwwfHx8fHw%3D,britannic_037.jpg
38,britannic38,Italy,Catania,Piazza Stesicoro,"37° 30' 26.31"" N","15° 5' 7.8"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1448967510149!6m8!1m7!1sMmyhJ1RZfxYa0JqnipTd-A!2m2!1d37.50723882590685!2d15.0855057224819!3f174.02249319964844!4f-0.19058785842454995!5f0.4000000000000002,37.507317,15.085494,stock,#3a3961,#ffffff,light,uppercase,horizontal,https://images.unsplash.com/photo-1725476479171-4728f92dfa9c?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDEwNHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_038.jpg
39,britannic39,Italy,Trento,via Don Arcangelo Rizzi,"46° 4' 3.948"" N","11° 7' 13.158"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1449735190050!6m8!1m7!1sylR31pVbCX3eDlbdPQDAAw!2m2!1d46.0676655!2d11.1201504!3f267.6713269380509!4f-0.3113634248657604!5f0.4000000000000002,46.067751,11.120323,1884,#ff0000,#ffffff,bold,lowercase,horizontal,https://images.unsplash.com/photo-1682686580036-b5e25932ce9a?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDEzNnw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_039.jpg
40,britannic40,Italy,Milano,corso Garibaldi,"45° 28' 30.042"" N","9° 11' 1.05"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1449735675827!6m8!1m7!1sZ2pR_v56N0tDMVQtkN2bmA!2m2!1d45.47492784008833!2d9.183508833055429!3f96.37737400907966!4f-0.4170312302386492!5f0.4000000000000002,45.475018,9.183586,offerta - scarpe tutte € 29 - maglie € 19,#000000,#ffffff,bold,uppercase,horizontal,https://images.unsplash.com/photo-1725294692057-12a381e1f6fd?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDE0OXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_040.jpg
41,britannic41,Spain,Barcelona,Carrer del Sant Antoni Abat,"41° 22' 44.382"" N","2° 9' 51.24"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1443709369729!6m8!1m7!1spUosi_nyUfPck743yENgQg!2m2!1d41.37902752458845!2d2.164246385098729!3f199.09985287148686!4f-2.4374892969146345!5f0.6353231175023952,41.378995,2.164233,Pintor,#000000,#ffffff,bold,uppercase,vertical,https://images.unsplash.com/photo-1723941839547-1e3e7d168173?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDE2OXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_041.jpg
42,britannic42,Spain,Barcelona,Carrer del Bisbe Laguarda,"41°22'45.1""N","2°09'56.0""E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1443709437113!6m8!1m7!1sA8tUgRP7_xkMt0egZluTJA!2m2!1d41.37939801614366!2d2.165413991011204!3f274.37432788627456!4f1.1634025349877533!5f0.4000000000000002,41.379203,2.16557,Parròquia de la Mare de Déu del Carme 1913-2013,#97311b,#ffffff,bold,number,horizontal,https://images.unsplash.com/photo-1496706855297-b6e1fe527339?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDIzOHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_042.jpg
43,britannic43,Germany,Berlin,Rosa-Luxemburg-Straße,"52° 31' 25.722"" N","13° 24' 34.512"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1454924072603!6m8!1m7!1sSvmbKF-MFDDVPO7NbBeytw!2m2!1d52.52384744440106!2d13.40954303143637!3f307.06749543280364!4f1.858116837153844!5f0.7820865974627469,52.523883,13.409619,Soup kultur,#d33254,#33388a,bold,uppercase,horizontal,https://images.unsplash.com/photo-1724508772090-020b21b14da6?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDI3MXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_043.jpg
44,britannic44,Italy,Milano,via Piero della Francesca,"45° 29' 5.22"" N","9° 9' 45.03"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1454405577441!6m8!1m7!1sKPWPTMv7WS4ldBCzJ37lMw!2m2!1d45.48475309569071!2d9.162515639968976!3f27.883080455116087!4f-1.618118860200326!5f0.7820865974627469,45.484786,9.162501,Offerta uomo € 29,#ff0000,#ffcb05,bold,uppercase,vertical,https://images.unsplash.com/photo-1724597233378-249fd99848b0?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDMzM3w2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_044.jpg
45,britannic45,USA,New York,Stanton st,"40°43'15.8""N","73°59'15.4""W",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1452683181961!6m8!1m7!1srH1bdDT5QHaI1syoOJ2dZQ!2m2!1d40.72113820433374!2d-73.98758330102547!3f180.72084322248907!4f-1.4899366259748064!5f0.7820865974627469,40.721069,-73.987605,99¢ Fresh Pizza,#fa3443,#fff125,bold,uppercase,w other,https://images.unsplash.com/photo-1723920449193-cba2f39a4d0c?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDM1NXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_045.jpg
46,britannic46,Germany,Berlin,Invalidenstraße,"52° 31' 35.952"" N","13° 22' 9.348"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1454923396712!6m8!1m7!1stbc7KfKkJOEux2cisUKxnA!2m2!1d52.52655915491879!2d13.36929255072036!3f332.15837881789025!4f1.7700700308872115!5f1.7021306095491306,52.526715,13.369721,Backshop & Kaffee - Suppe Soup Brezeln Croissants Belegte Brötchen Belegte Baguettes Warme & Kalte Getränke,#ffffff,,bold,uppercase,horizontal,https://images.unsplash.com/photo-1660678519362-2099db408451?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDM5OXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_046.jpg
47,britannic47,Italy,Roma,via dei Chiavari,"41° 53' 44.01"" N","12° 28' 28.14"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1457956326833!6m8!1m7!1s9go9b7g9HrjQh49ZgpS0EQ!2m2!1d41.8951062!2d12.4742367!3f75.47282855932791!4f-4.202684810977573!5f0.4000000000000002,41.895097,12.474237,luggage storage - deposito bagagli,#000000,#fff125,ultra,smallcaps,horizontal,https://images.unsplash.com/photo-1722846324724-2cb3f396358c?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQwOXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_047.jpg
48,britannic48,Italy,Faenza,via Angelo Lapi,"44° 16' 56.922"" N","11° 52' 37.368"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1459861550129!6m8!1m7!1sADA6V7-Z4codgc1kZAT7OA!2m2!1d44.28250363787359!2d11.87697121736714!3f185.334216387014!4f-0.9300158750779701!5f1.9587109090973311,44.28239,11.876963,alla vecchia maniera,#cf2120,#fef1e8,bold,uppercase,horizontal,https://images.unsplash.com/photo-1723845629153-7e0d0a5e44c3?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQyNXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_048.jpg
49,britannic49,Germany,Berlin,Friedrichstraße,"52° 30' 26.412"" N","13° 23' 26.538"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1454924203047!6m8!1m7!1sSWQMMCudz63GJJSa6AQT-g!2m2!1d52.50718821975356!2d13.39045597354785!3f85.65630434981824!4f-2.2795121277582666!5f0.4000000000000002,52.50731,13.390479,stadtrundfahrten sightseeing,#000000,#ffffff,ultra,uppercase,vertical,https://images.unsplash.com/photo-1723712286025-1eb6a851420a?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQzOHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_049.jpg
50,britannic50,Italy,Bologna,via Fossalta,"44° 29' 41.802"" N","11° 20' 37.848"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1469611599485!6m8!1m7!1sp57ozhkqfmky9jxF1_UsSw!2m2!1d44.49465263152762!2d11.34383753144454!3f327.1842914448052!4f-1.377008897689194!5f1.9587109090973311,44.494853,11.343662,Boyfriend pants,#0864a5,,bold,uppercase,horizontal,https://images.unsplash.com/photo-1723576016880-6d388559351a?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQ0MHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_050.jpg
51,britannic51,Italy,Porto Ercole,Lungomare Andrea Doria,"42°23'26.6""N","11°12'28.1""E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1470839994679!6m8!1m7!1sHmGsQcDcXYXcc5YqMJivPw!2m2!1d42.39071382834697!2d11.20766324405654!3f48.226510498768704!4f-0.5119277790960695!5f0.4000000000000002,42.390737,11.207816,Pierservice 1/3 Rent Boat,#ffffff,,bold,uppercase,horizontal,https://images.unsplash.com/photo-1723645579079-58a107f1d852?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQ1NXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_051.jpg
52,britannic52,Italy,Cavallino,Corso Europa,"45° 28' 15.288"" N","12° 32' 36.81"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1473262083643!6m8!1m7!1sqfvshUQWM8WZgRL7HMGYMQ!2m2!1d45.47088024213909!2d12.54360318693904!3f265.5280936268358!4f0.8904253586817674!5f1.9587109090973311,45.470913,12.543558,Cappuccino Brioche Caffè,#000000,#ffffff,condensed,uppercase,vertical,https://images.unsplash.com/photo-1723531449515-af7c14403de3?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQ4MHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_052.jpg
53,britannic53,Spain,Barcelona,Carrer de Joaquin Costa,"41° 22' 54.09"" N","2° 10' 0.552"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1445934565692!6m8!1m7!1sGmRCkmMSG3syRyFXMyLIQg!2m2!1d41.38162714078513!2d2.166825218444855!3f51.8966469869153!4f-3.128333845715659!5f0.4000000000000002,41.381878,2.166809,Hamza 2002 s.l.,#ffffff,#000000,bold,lowercase,horizontal,https://images.unsplash.com/photo-1723328237480-03a9bfcf1638?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQ4Mnw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_053.jpg
54,britannic54,Italy,Milano,via Padova,"45° 29' 31.818"" N","9° 13' 29.052"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1478683866279!6m8!1m7!1siX_8vjr0_FiTPgIXLZ7g7g!2m2!1d45.49220223603658!2d9.224742203841771!3f293.16290853179106!4f-3.6754978515865133!5f1.9587109090973311,45.492172,9.224737,Carne - pollo - prodotti alimentari al dettaglio e all'ingrosso,#ffffff,#a00000,ultra,uppercase,vertical,https://images.unsplash.com/photo-1457542553555-6331c3c0855f?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQ5M3w2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_054.jpg
55,britannic55,Italy,Fiorenzuola d'Arda,A1,"44° 57' 42.918"" N","9° 54' 15.972"" E",http://www.peradesso.com/progetti/britannic/error/error.html,44.961922,9.904437,Futura,#0000a0,#dcdcdc,"condensed, bold",uppercase,horizontal,https://images.unsplash.com/photo-1721297013582-8735f45b6a8b?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDUxMHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_055.jpg
56,britannic56,USA,New York,Madison Ave,"40°44'56.0""N","73°58'55.5""W",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1452183979688!6m8!1m7!1sS5GSC7RMDIR4OvvkkZC1fA!2m2!1d40.74890018972984!2d-73.9821329200696!3f111.31500918778045!4f-0.5716862811961647!5f0.4000000000000002,40.748891,-73.982085,Daniel Roshnan MD. Maternal - Fetal Medicine OB/GYN/ULTRASOUND 213,#ffffff,#371526,ultra,lowercase,horizontal,https://images.unsplash.com/photo-1723184935115-79e5d4e3791d?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDUzOHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_056.jpg
57,britannic57,Denmark,Copenhagen,Vimmelskaftet 48,"55° 40' 42.3336""","12° 34' 26.2806""",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1484996428666!6m8!1m7!1sGoO_1sT9_WWtbnFhhmb1lA!2m2!1d55.67863423167271!2d12.57417608496516!3f233.69821789607457!4f-2.4282341789359236!5f0.7820865974627469,55.678426,12.573967,Restaurant Samos skindergade 29 tlf. 33 33 00 25 large buffet,#000096,#ffffff,bold,uppercase,horizontal,https://images.unsplash.com/photo-1723011032825-4980449e6ed2?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDU2Nnw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_057.jpg
58,britannic58,Italy,Milano,viale Monza,"45° 29' 19.758"" N","9° 13' 2.442"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1476968166920!6m8!1m7!1sf4YlrKpVhkpD576TRcqhOQ!2m2!1d45.48883999948075!2d9.217468090056855!3f265.62944255460746!4f-3.239657827544548!5f1.9587109090973311,45.488822,9.217345,Istanbul,#ffffff,#000000,bold,uppercase,horizontal,https://images.unsplash.com/photo-1690973691921-2f472ec2841a?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDYwN3w2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_058.jpg
59,britannic59,Italy,Ostuni,via Papa Giovanni XXIII,"40° 43' 16.758"" N","17° 34' 37.122"" E",https://www.google.com/maps/embed?pb=!1m0!4v1499353766671!6m8!1m7!1si7ip1Bj5wp0EbQGnSGB4dg!2m2!1d40.72143230353758!2d17.5770768884037!3f270.8263704002467!4f-4.0047270165950835!5f1.9587109090973311,40.721322,17.576978,Fritto & Cotto di verdura,#ff0000,#f6ebd5,bold,uppercase,horizontal,https://images.unsplash.com/photo-1726059968922-0396248fdaea?q=80&w=1740&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,britannic_059.jpg
60,britannic60,Uk,London,130 St John St,"51° 31' 22.638"" N","0° 6' 8.4"" W",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1479633541738!6m8!1m7!1sBbY4cm9YVT1AA1cQLmoO3w!2m2!1d51.52299229697068!2d-0.1022399980525677!3f114.4432538667986!4f-3.1364416113594302!5f2.0621577820882466,51.522955,-0.102333,Dry Cleaners,#ffffff,#000000,ultra,smallcaps,horizontal,https://images.unsplash.com/photo-1725652800358-ae3a752cfb68?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxmZWF0dXJlZC1waG90b3MtZmVlZHwxMnx8fGVufDB8fHx8fA%3D%3D,britannic_060.jpg
61,britannic61,Italy,Urbino,via Saffi,"43° 43' 25.8882""","12° 38' 13.0518""",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1445330569108!6m8!1m7!1sTjPn3asexvAAAAAGOi_qIg!2m2!1d43.72410786144123!2d12.63700998831189!3f30.068622721826124!4f-0.8860915517509653!5f0.7820865974627469,43.723858,12.636959,Speciale studenti a prezzi che vi stupiranno,#3BDEFF,#ffffff,bold,lowercase,vertical,https://plus.unsplash.com/premium_photo-1725588379392-7a56d6eff9ab?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxmZWF0dXJlZC1waG90b3MtZmVlZHwxOXx8fGVufDB8fHx8fA%3D%3D,britannic_061.jpg
62,britannic62,Italy,Milano,Piazza Lima,"45° 28' 49.3608""","9° 12' 39.762""",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1445330913128!6m8!1m7!1sK9feIc8f3XxTgm0Okhf1WA!2m2!1d45.48041610625855!2d9.211360140496085!3f222.5205009639056!4f-0.3046548270355629!5f1.5609236516162577,45.480378,9.211045,Modaziz,#000000,#ffffff,medium,uppercase,horizontal,https://images.unsplash.com/photo-1720802616209-c174c23f6565?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxmZWF0dXJlZC1waG90b3MtZmVlZHwzMHx8fGVufDB8fHx8fA%3D%3D,britannic_062.jpg
63,britannic63,USA,New York,Lafayettee St,"40°43'33.9""N","73°59'40.6""W",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1452183617159!6m8!1m7!1sHI1cs9Aoo2x8mQg8ijjcqA!2m2!1d40.72603923775314!2d-73.99455949084712!3f300.8398025348287!4f1.3937798811500386!5f1.9587109090973311,40.726074,-73.994602,M&D Shapiro Hardware,#ffffff,#006400,bold,uppercase,horizontal,https://images.unsplash.com/photo-1726041453467-5fa7dce0251d?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxmZWF0dXJlZC1waG90b3MtZmVlZHw1Mnx8fGVufDB8fHx8fA%3D%3D,britannic_063.jpg
64,britannic64,USA,New York,Canal Street,"40°42'55.8""N","73°59'37.9""W",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1452184122137!6m8!1m7!1sdGAbgEQi2zAE31HtE9z16A!2m2!1d40.71545545305985!2d-73.99374814673683!3f11.835863373548793!4f-0.45180927422526906!5f0.4000000000000002,40.715502,-73.993853,NY-NC-SC-GA-FL,#FF0000,#ffffff,bold,uppercase,horizontal,https://images.unsplash.com/photo-1726056652663-8f1e42b2fc95?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxmZWF0dXJlZC1waG90b3MtZmVlZHw1OHx8fGVufDB8fHx8fA%3D%3D,britannic_064.jpg
65,britannic65,USA,Brooklyn,Van Brunt St,"40°40'37.5""N","74°00'47.6""W",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1452184487851!6m8!1m7!1sNceyzziL2d7uxHoLZ-m-RA!2m2!1d40.6770840951746!2d-74.0131970193699!3f311.86609642057294!4f-0.5895467492306352!5f0.4000000000000002,40.677079,-74.01323,Stationery Natural/Organic Cosmetics Baby Needs Diabetic Supplies/Shoes Free pick-up Free Delivery Homeopathic Compounding Human & Animal Most Insurance Accepted • Flu Shots,#000000,#ffffff,ultra,lowercase,vertical,https://images.unsplash.com/photo-1674407729043-c21b71fded37?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDYwfDZzTVZqVExTa2VRfHxlbnwwfHx8fHw%3D,britannic_065.jpg
66,britannic66,Italy,Milano,via Spontini,"45° 28' 54.69"" N","9° 12' 48.27"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1456255982310!6m8!1m7!1sT1dHhkiM3oFJost_RTyEsA!2m2!1d45.48186701941!2d9.213522936948928!3f215.62861776141847!4f1.3715919162431192!5f0.4000000000000002,45.481888,9.213419,Sartoria Riparazioni,#0000FF,#ffffff,ultra,uppercase,horizontal,https://images.unsplash.com/photo-1725489891089-5960671a3433?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDk4fDZzTVZqVExTa2VRfHxlbnwwfHx8fHw%3D,britannic_066.jpg
67,britannic67,Italy,Milano,Corso Buenos Aires,"45° 29' 2.448"" N","9° 12' 53.382"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1456256168405!6m8!1m7!1sGho4Zl6Yn8Uv216Q3HBQ_g!2m2!1d45.48370781048951!2d9.214240321973588!3f282.3193258623556!4f-1.1100061900614264!5f0.4000000000000002,45.483742,9.214206,Erboristeria “Vivinatura” Angolo Via Mercadante,green,#000000,bold,uppercase,horizontal,https://images.unsplash.com/photo-1725476479171-4728f92dfa9c?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDEwNHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_067.jpg
68,britannic68,Italy,Roma,via delle Quattro Fontane,"41° 54' 5.508"" N","12° 29' 29.22"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1457956458588!6m8!1m7!1sWTtKLlRw3-1X3HkeDcndjw!2m2!1d41.90152804569128!2d12.49148715689386!3f54.94062359114648!4f-4.4091120309918495!5f1.9587109090973311,41.90154,12.491434,Centro convenzionato con easy welfare srl,#0000FF,#ffffff,ultra,uppercase,horizontal,https://images.unsplash.com/photo-1682686580036-b5e25932ce9a?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDEzNnw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_068.jpg
69,britannic69,Italy,Milano,via Meda,"45° 26' 38.94"" N","9° 10' 44.73"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1454326048394!6m8!1m7!1sxg9SP5kupClrd9fHkCvmcQ!2m2!1d45.44399038597963!2d9.179056173673665!3f122.82853916490768!4f0.4847822699525324!5f0.7820865974627469,45.444195,9.179092,Alimentari snc prodotti: Asia - Africa - Sud America,#FF0000,#ffffff,bold,uppercase,horizontal,https://images.unsplash.com/photo-1725294692057-12a381e1f6fd?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDE0OXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_069.jpg
70,britannic70,Italy,Brugherio,Via dei Mille,x,x,x,x,x,x,#000000,#ffffff,regular,uppercase,horizontal,https://images.unsplash.com/photo-1723941839547-1e3e7d168173?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDE2OXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_070.jpg
71,britannic71,Portugal,Arraiolos,Rua do Bairro Serpa Pinto,"38°43'24.0""N","7°59'16.0""W",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1470840181906!6m8!1m7!1sl0wEpcjYAhvkXEJYMizrSQ!2m2!1d38.7233442!2d-7.9877409!3f44.61837279223137!4f-2.089564447686442!5f1.9587109090973311,38.723331,-7.987771,arrenda-se ,#000000,#ffffff,ultra,uppercase,horizontal,https://images.unsplash.com/photo-1496706855297-b6e1fe527339?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDIzOHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_071.jpg
72,britannic72,Italy,Quarto d'Altino,via Roma,"45° 34' 54.5118""","12° 21' 55.6842""",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1469609903941!6m8!1m7!1s5nkf8sihWJN-ynizlgUqlQ!2m2!1d45.58176400911297!2d12.36554338431508!3f15.661031273218933!4f2.725465955153922!5f2.269284685421556,,12.365468,Aperto tutto i giorni 7:00 - 12:00 fino al 31 agosto,#000000,#FFDE21,bold,uppercase,horizontal,https://images.unsplash.com/photo-1724508772090-020b21b14da6?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDI3MXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_072.jpg
